tanggal,produk,qty,Harga_Jual,Modal,Profit,is_event,event_type
25/12/2025,bouquet snack  ,1,45000,25000,20000,TRUE,Hari Raya Natal
25/12/2025,costum bouquet snack+ rokok ,1,140000,106000,34000,TRUE,Hari Raya Natal
25/12/2025,bouquet tumbelina koran ,1,88000,53000,35000,TRUE,Hari Raya Natal
25/12/2025,bucket kopi ,1,50000,25000,25000,TRUE,Hari Raya Natal
26/12/2025,-,0,0,0,0,FALSE,-
27/12/2025,-,0,0,0,0,FALSE,-
28/12/2025,-,0,0,0,0,FALSE,-
29/12/2025,-,0,0,0,0,FALSE,-
30/12/2025,-,0,0,0,0,FALSE,-
31/12/2025,-,0,0,0,0,FALSE,-
01/01/2026,-,0,0,0,0,TRUE,Tahun Baru Masehi
02/01/2026,-,0,0,0,0,FALSE,-
03/01/2026,bouquet flower medium unggu ,1,65000,35000,30000,FALSE,-
04/01/2026,-,0,0,0,0,FALSE,-
05/01/2026,-,0,0,0,0,FALSE,-
06/01/2026,bouquet merah medium ,1,65000,35000,30000,FALSE,-
07/01/2026,-,0,0,0,0,FALSE,-
08/01/2026,-,0,0,0,0,FALSE,-
09/01/2026,-,0,0,0,0,FALSE,-
10/01/2026,-,0,0,0,0,FALSE,-
11/01/2026,-,0,0,0,0,FALSE,-
12/01/2026,-,0,0,0,0,FALSE,-
13/01/2026,bucket red costum ,1,79000,45000,34000,FALSE,-
14/01/2026,-,0,0,0,0,FALSE,-
15/01/2026,-,0,0,0,0,FALSE,-
16/01/2026,frame birthday ,1,55000,25000,30000,FALSE,-
16/01/2026,boquet costum rokok ,2,256000,148000,108000,FALSE,-
17/01/2026,-,0,0,0,0,FALSE,-
18/01/2026,bouquet koran costum isi 3bunga ,1,38000,15000,23000,FALSE,-
18/01/2026,bucket tumbelina koran ,1,88000,53000,35000,FALSE,-
19/01/2026,-,0,0,0,0,FALSE,-
20/01/2026,-,0,0,0,0,FALSE,-
21/01/2026,-,0,0,0,0,FALSE,-
22/01/2026,bouquet bunga mix snack top ,1,75000,48000,27000,FALSE,-
23/01/2026,-,0,0,0,0,FALSE,-
24/01/2026,-,0,0,0,0,FALSE,-
25/01/2026,-,0,0,0,0,FALSE,-
26/01/2026,-,0,0,0,0,FALSE,-
27/01/2026,-,0,0,0,0,FALSE,-
28/01/2026,-,0,0,0,0,FALSE,-
29/01/2026,-,0,0,0,0,FALSE,-
30/01/2026,-,0,0,0,0,FALSE,-
31/01/2026,-,0,0,0,0,FALSE,-
01/02/2026,-,0,0,0,0,FALSE,-
02/02/2026,-,0,0,0,0,FALSE,-
03/02/2026,-,0,0,0,0,FALSE,-
04/02/2026,-,0,0,0,0,FALSE,-
05/02/2026,-,0,0,0,0,FALSE,-
06/02/2026,-,0,0,0,0,FALSE,-
07/02/2026,bouquet snack sip ,1,45000,25000,20000,FALSE,-
07/02/2026,bouquet flower costum ,1,82000,49000,33000,FALSE,-
08/02/2026,-,0,0,0,0,FALSE,-
09/02/2026,-,0,0,0,0,FALSE,-
10/02/2026,-,0,0,0,0,FALSE,-
11/02/2026,-,0,0,0,0,FALSE,-
12/02/2026,-,0,0,0,0,FALSE,-
13/02/2026,-,0,0,0,0,FALSE,-
14/02/2026,bouquet bunga mix snack top ,1,75000,48000,27000,TRUE,Valentine
14/02/2026,frame birthjday,1,78000,35000,43000,TRUE,Valentine
14/02/2026,frame birthday ,1,78000,35000,43000,TRUE,Valentine
14/02/2026,bucket sip ,1,45000,25000,20000,TRUE,Valentine
14/02/2026,bouquet warna ungu medium ,1,65000,35000,30000,TRUE,Valentine
14/02/2026,bouquet merah medium ,1,65000,35000,30000,TRUE,Valentine
14/02/2026,bucket tumbelina koran ,1,88000,53000,35000,TRUE,Valentine
14/02/2026,bouquet motif koran ,1,88000,53000,35000,TRUE,Valentine
14/02/2026,bouquet kopi ,1,48000,28000,20000,TRUE,Valentine
14/02/2026,bouquet flower medium unggu ,1,65000,35000,30000,TRUE,Valentine
15/02/2026,bucket isi 9 bunga ,1,135000,67000,68000,FALSE,-
16/02/2026,bouquet costum merah ,2,270000,138000,132000,FALSE,-
17/02/2026,bouquet flower medium red ,1,65000,35000,30000,TRUE,Tahun Baru Imlek
17/02/2026,bouquet flower costum ,1,82000,49000,33000,TRUE,Tahun Baru Imlek
17/02/2026,bouquet model koran tumbelina mini ,1,88000,53000,35000,TRUE,Tahun Baru Imlek
18/02/2026,-,0,0,0,0,FALSE,-
19/02/2026,-,0,0,0,0,FALSE,-
20/02/2026,-,0,0,0,0,FALSE,-
21/02/2026,-,0,0,0,0,FALSE,-
22/02/2026,bucket red costum ,1,79000,45000,34000,FALSE,-
23/02/2026,-,0,0,0,0,FALSE,-
24/02/2026,-,0,0,0,0,FALSE,-
25/02/2026,-,0,0,0,0,FALSE,-
26/02/2026,-,0,0,0,0,FALSE,-
27/02/2026,-,0,0,0,0,FALSE,-
28/02/2026,-,0,0,0,0,FALSE,-
01/03/2026,-,0,0,0,0,FALSE,-
02/03/2026,-,0,0,0,0,FALSE,-
03/03/2026,frame besar,1,78000,35000,43000,FALSE,-
04/03/2026,bouquet costum snack jumbo ,3,555000,366000,189000,FALSE,-
05/03/2026,-,0,0,0,0,FALSE,-
06/03/2026,-,0,0,0,0,FALSE,-
07/03/2026,-,0,0,0,0,FALSE,-
08/03/2026,-,0,0,0,0,FALSE,-
09/03/2026,-,0,0,0,0,FALSE,-
10/03/2026,-,0,0,0,0,FALSE,-
11/03/2026,-,0,0,0,0,FALSE,-
12/03/2026,-,0,0,0,0,FALSE,-
13/03/2026,-,0,0,0,0,FALSE,-
14/03/2026,-,0,0,0,0,FALSE,-
15/03/2026,-,0,0,0,0,FALSE,-
16/03/2026,-,0,0,0,0,FALSE,-
17/03/2026,-,0,0,0,0,FALSE,-
18/03/2026,-,0,0,0,0,FALSE,-
19/03/2026,-,0,0,0,0,FALSE,-
20/03/2026,bucket kopi ,1,50000,25000,25000,TRUE,Idul Fitri
20/03/2026,bouquet red flower ,1,74000,42000,32000,TRUE,Idul Fitri
20/03/2026,bouquet costum foto ,1,60000,30000,30000,TRUE,Idul Fitri
20/03/2026,bouquet rose isi 9,1,135000,67000,68000,TRUE,Idul Fitri
20/03/2026,boquet costum rokok ,2,256000,148000,108000,TRUE,Idul Fitri
20/03/2026,bouquet koran medium ,1,65000,38000,27000,TRUE,Idul Fitri
20/03/2026,frame valentine ,1,385000,175000,210000,TRUE,Idul Fitri
20/03/2026,frame mini ,1,55000,25000,30000,TRUE,Idul Fitri
20/03/2026,frame mini ,2,110000,50000,60000,TRUE,Idul Fitri
20/03/2026,bouquet costum snack jumbo ,1,185000,122000,63000,TRUE,Idul Fitri
21/03/2026,bouquet flower costum ,1,82000,49000,33000,TRUE,Idul Fitri
21/03/2026,bouquet flower medium red ,1,65000,35000,30000,TRUE,Idul Fitri
21/03/2026,bouquet costum merah ,2,270000,138000,132000,TRUE,Idul Fitri
21/03/2026,frame besar,1,78000,35000,43000,TRUE,Idul Fitri
21/03/2026,bucket kopi ,1,50000,25000,25000,TRUE,Idul Fitri
21/03/2026,bouquet flower costum ,1,82000,49000,33000,TRUE,Idul Fitri
21/03/2026,frame birthjday,1,78000,35000,43000,TRUE,Idul Fitri
21/03/2026,bouquet tumbelina koran ,1,88000,53000,35000,TRUE,Idul Fitri
21/03/2026,bouquet costum foto ,1,60000,30000,30000,TRUE,Idul Fitri
21/03/2026,frame birthday ,2,156000,70000,86000,TRUE,Idul Fitri
22/03/2026,bouquet snack  ,1,45000,25000,20000,FALSE,-
23/03/2026,-,0,0,0,0,FALSE,-
24/03/2026,-,0,0,0,0,FALSE,-
25/03/2026,-,0,0,0,0,FALSE,-
26/03/2026,bouquet blue 9 bunga ,2,270000,134000,136000,FALSE,-
27/03/2026,-,0,0,0,0,FALSE,-
28/03/2026,-,0,0,0,0,FALSE,-
29/03/2026,-,0,0,0,0,FALSE,-
30/03/2026,-,0,0,0,0,FALSE,-
31/03/2026,-,0,0,0,0,FALSE,-
01/04/2026,bouquet merah medium ,1,65000,35000,30000,FALSE,-
02/04/2026,-,0,0,0,0,FALSE,-
03/04/2026,bouquet costum merah ,1,135000,69000,66000,TRUE,Jumat Agung
03/04/2026,bouquet snack bangbang ,1,64000,37000,27000,TRUE,Jumat Agung
03/04/2026,bouquet motif koran ,1,88000,53000,35000,TRUE,Jumat Agung
03/04/2026,money bouquet ,1,75000,35000,40000,TRUE,Jumat Agung
03/04/2026,boquet costum rokok ,1,128000,74000,54000,TRUE,Jumat Agung
03/04/2026,frame birthday besar ,1,78000,35000,43000,TRUE,Jumat Agung
04/04/2026,-,0,0,0,0,FALSE,-
05/04/2026,frame birthday ,1,55000,25000,30000,TRUE,Paskah
05/04/2026,bouquet merah medium ,1,65000,35000,30000,TRUE,Paskah
05/04/2026,bouquet kopi inc bunga mini ,1,55000,30000,25000,TRUE,Paskah
05/04/2026,frame besar,1,78000,35000,43000,TRUE,Paskah
05/04/2026,costum snack bouquet + flwr ,1,265000,197000,68000,TRUE,Paskah
05/04/2026,bouquet pocky ,3,252000,186000,66000,TRUE,Paskah
06/04/2026,-,0,0,0,0,FALSE,-
07/04/2026,-,0,0,0,0,FALSE,-
08/04/2026,-,0,0,0,0,FALSE,-
09/04/2026,costum snack bouquet + flwr ,1,265000,197000,68000,FALSE,-
09/04/2026,frame birthday besar ,1,78000,35000,43000,FALSE,-
10/04/2026,-,0,0,0,0,FALSE,-
11/04/2026,-,0,0,0,0,FALSE,-
12/04/2026,frame valentine besar ,1,468000,210000,258000,FALSE,-
13/04/2026,-,0,0,0,0,FALSE,-
14/04/2026,-,0,0,0,0,FALSE,-
